time_point,treatment,plot,otu,read_count
day_90,nonBt_maize,5,OTU005,9
day_90,nonBt_maize,5,OTU006,10
day_90,nonBt_maize,5,OTU007,65
day_90,nonBt_maize,5,OTU008,14
day_90,nonBt_maize,5,OTU009,5
day_90,nonBt_maize,5,OTU010,1
day_90,nonBt_maize,5,OTU011,30
day_90,nonBt_maize,5,OTU012,1
day_90,nonBt_maize,5,OTU013,4
day_90,nonBt_maize,5,OTU014,11
day_90,nonBt_maize,5,OTU015,6
day_90,nonBt_maize,5,OTU016,10
day_90,nonBt_maize,5,OTU017,9
day_90,nonBt_maize,5,OTU018,7
day_90,nonBt_maize,5,OTU019,7
day_90,nonBt_maize,5,OTU020,16
day_90,nonBt_maize,5,OTU021,11
day_90,nonBt_maize,5,OTU022,36
day_90,nonBt_maize,5,OTU023,9
day_90,nonBt_maize,5,OTU024,5
day_90,nonBt_maize,5,OTU025,16
day_90,nonBt_maize,5,OTU026,13
day_90,nonBt_maize,5,OTU027,7
day_90,nonBt_maize,5,OTU028,4
day_90,nonBt_maize,5,OTU029,1
day_90,nonBt_maize,5,OTU030,18
day_90,nonBt_maize,5,OTU031,28
day_90,nonBt_maize,5,OTU032,38
day_90,nonBt_maize,5,OTU033,5
day_90,nonBt_maize,5,OTU034,16
day_90,nonBt_maize,5,OTU035,3
day_90,nonBt_maize,5,OTU036,6
day_90,nonBt_maize,5,OTU037,19
day_90,nonBt_maize,5,OTU038,18
day_90,nonBt_maize,5,OTU039,8
day_90,nonBt_maize,5,OTU040,39
day_90,nonBt_maize,6,OTU001,4
day_90,nonBt_maize,6,OTU002,8
day_90,nonBt_maize,6,OTU003,13
day_90,nonBt_maize,6,OTU004,2
day_90,nonBt_maize,6,OTU005,14
day_90,nonBt_maize,6,OTU006,23
day_90,nonBt_maize,6,OTU007,16
day_90,nonBt_maize,6,OTU008,3
day_90,nonBt_maize,6,OTU009,49
day_90,nonBt_maize,6,OTU010,2
day_90,nonBt_maize,6,OTU011,19
day_90,nonBt_maize,6,OTU012,2
day_90,nonBt_maize,6,OTU013,5
day_90,nonBt_maize,6,OTU014,12
day_90,nonBt_maize,6,OTU015,6
day_90,nonBt_maize,6,OTU016,6
day_90,nonBt_maize,6,OTU017,28
day_90,nonBt_maize,6,OTU018,12
day_90,nonBt_maize,6,OTU019,3
day_90,nonBt_maize,6,OTU020,9
day_90,nonBt_maize,6,OTU021,3
day_90,nonBt_maize,6,OTU022,8
day_90,nonBt_maize,6,OTU023,8
day_90,nonBt_maize,6,OTU024,48
day_90,nonBt_maize,6,OTU025,9
day_90,nonBt_maize,6,OTU026,4
day_90,nonBt_maize,6,OTU027,46
day_90,nonBt_maize,6,OTU028,25
day_90,nonBt_maize,6,OTU029,3
day_90,nonBt_maize,6,OTU030,21
day_90,nonBt_maize,6,OTU031,11
day_90,nonBt_maize,6,OTU032,16
day_90,nonBt_maize,6,OTU033,7
day_90,nonBt_maize,6,OTU034,19
day_90,nonBt_maize,6,OTU035,10
day_90,nonBt_maize,6,OTU036,5
day_90,nonBt_maize,6,OTU037,5
day_90,nonBt_maize,6,OTU038,8
day_90,nonBt_maize,6,OTU039,2
day_90,nonBt_maize,6,OTU040,13
